EventDateId,PlayerName,Position,Team,Opp,Minutes,FGM,FGA,FG2M,FG2A,FG3M,FG3A,FTM,FTA,Points,Rebounds,Assists,Steals,Blocks,Usage,Turnovers,Doubles,FantasyPointsDraftKings,FantasyPointsFanDuel
20200811,Nickeil Alexander-Walker,SG,NOP,SAC,21.50,0,9.00,0,4.40,1.60,4.60,0.90,1.30,11.10,3.20,3.80,0.80,0.30,24.96,1.60,1,23.00,22.34
20200811,Nicolo Melli,PF,NOP,SAC,26.50,0,8.20,0,3.20,1.70,5.00,1.30,1.70,12.10,4.90,2.40,0.80,0.50,18.40,1.20,1,24.68,24.28
20200811,Nikola Vucevic,C,ORL,BKN,27.70,0,14.40,0,10.70,1.20,3.70,1.80,2.40,22.90,10.90,4.10,0.80,0.80,30.83,1.20,2,47.38,45.73
20200811,Norvel Pelle,C,PHI,PHX,18.80,0,4.60,0,4.60,0.00,0.00,1.10,1.70,7.00,6.80,0.40,0.40,2.20,18.37,1.40,0,20.60,22.16
20200811,Pat Connaughton,SG,MIL,WAS,24.50,0,6.00,0,2.70,1.10,3.30,0.50,0.70,7.80,5.60,2.50,0.40,0.60,13.21,1.00,0,20.60,20.27
20200811,Pat Connaughton,SG,MIL,WAS,24.50,0,6.00,0,2.70,1.10,3.30,0.50,0.70,7.80,5.60,2.50,0.40,0.60,13.21,1.00,0,20.60,20.27
20200811,PJ Tucker,PF,HOU,SAS,33.30,0,5.70,0,1.70,1.50,4.00,0.50,0.70,7.20,7.30,1.70,1.00,0.50,9.56,0.80,0,22.23,22.21
20200811,Quinndary Weatherspoon,SG,SAS,HOU,8.60,0,2.40,0,1.60,0.20,0.80,0.30,0.40,2.80,1.40,0.90,0.40,0.10,16.78,0.60,0,6.70,6.73
20200811,Raul Neto,PG,PHI,PHX,22.40,0,6.90,0,4.40,0.90,2.50,1.10,1.40,10.00,2.70,4.60,0.90,0.20,21.29,1.80,1,22.03,21.64
20200811,Ricky Rubio,PG,PHX,PHI,29.40,0,10.20,0,7.00,1.10,3.20,2.90,3.30,13.70,4.00,7.90,1.30,0.20,21.22,2.50,1,32.85,32.35
20200811,Robert Covington,PF,HOU,SAS,33.50,0,11.40,0,4.00,2.60,7.40,1.60,2.00,15.80,8.30,1.60,1.60,1.40,18.82,1.20,1,35.28,35.96
20200811,Robert Williams,C,BOS,MEM,17.00,0,3.60,0,3.30,0.10,0.30,0.50,0.90,4.80,5.10,1.10,0.80,1.60,11.82,0.90,0,17.23,18.87
20200811,Robin Lopez,C,MIL,WAS,12.00,0,3.80,0,3.00,0.30,0.80,0.50,0.70,5.20,2.30,0.70,0.10,0.60,18.85,1.00,0,10.18,10.11
20200811,Robin Lopez,C,MIL,WAS,12.00,0,3.80,0,3.00,0.30,0.80,0.50,0.70,5.20,2.30,0.70,0.10,0.60,18.85,1.00,0,10.18,10.11
20200811,Rodions Kurucs,PF,BKN,ORL,31.00,0,8.90,0,5.00,1.30,3.90,1.50,1.80,12.80,7.50,2.60,1.00,0.30,19.41,2.20,1,28.23,27.40
20200811,Romeo Langford,SG,BOS,MEM,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
20200811,Rudy Gay,PF,SAS,HOU,26.50,0,10.70,0,7.20,1.20,3.50,2.00,2.40,15.50,6.60,2.30,0.70,0.70,23.07,1.70,1,29.75,29.37
20200811,Rui Hachimura,PF,WAS,MIL,34.00,0,12.60,0,10.60,0.60,2.00,2.60,3.30,17.70,6.90,2.10,0.90,0.30,22.45,1.30,1,31.53,31.43
20200811,Russell Westbrook,PG,HOU,SAS,34.50,0,21.30,0,17.40,1.10,3.90,4.70,6.40,30.60,9.40,9.30,1.50,0.30,37.71,3.70,1,58.60,57.53
20200811,Semi Ojeleye,PF,BOS,MEM,9.80,0,1.90,0,0.80,0.40,1.10,0.30,0.40,2.20,1.40,0.40,0.20,0.10,9.53,0.20,0,5.25,5.18
20200811,Shabazz Napier,PG,WAS,MIL,19.00,0,6.70,0,3.30,1.10,3.40,1.80,2.20,10.50,2.40,3.60,0.90,0.20,24.26,1.60,1,20.85,20.48
20200811,Shake Milton,SG,PHI,PHX,30.50,0,10.20,0,5.40,1.90,4.80,1.60,2.20,16.40,4.30,5.00,0.90,0.40,21.59,1.70,1,31.98,31.26
20200811,Sindarius Thornwell,SG,NOP,SAC,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
20200811,Sterling Brown,SF,MIL,WAS,26.00,0,8.30,0,4.20,1.40,4.10,1.00,1.20,10.10,6.10,2.00,0.80,0.20,17.25,1.30,1,22.78,22.12
20200811,Sterling Brown,SF,MIL,WAS,26.00,0,8.30,0,4.20,1.40,4.10,1.00,1.20,10.10,6.10,2.00,0.80,0.20,17.25,1.30,1,22.78,22.12
20200811,Tacko Fall,C,BOS,MEM,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
20200811,Tariq Owens,PF,PHX,PHI,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
20200811,Thanasis Antetokounmpo,SF,MIL,WAS,12.30,0,4.30,0,3.10,0.30,1.20,0.70,1.20,5.40,2.50,0.90,0.60,0.40,20.98,1.00,0,11.53,11.75
20200811,Thomas Bryant,C,WAS,MIL,31.90,0,11.30,0,9.00,0.80,2.30,2.40,3.20,19.30,8.70,2.60,0.50,1.20,21.84,1.30,1,37.23,37.44
20200811,Tim Hardaway Jr.,SG,DAL,POR,33.50,0,16.40,0,8.60,2.70,7.80,3.70,4.50,18.40,3.90,2.30,0.90,0.10,22.75,1.60,1,29.28,27.93
20200811,Tim Hardaway Jr.,SG,DAL,POR,33.50,0,16.40,0,8.60,2.70,7.80,3.70,4.50,18.40,3.90,2.30,0.90,0.10,22.75,1.60,1,29.28,27.93
20200811,Timothe Luwawu,SG,BKN,ORL,31.20,0,10.10,0,4.70,1.90,5.40,1.60,2.00,14.10,5.40,1.80,0.80,0.30,19.59,1.10,1,26.15,25.48
20200811,Tremont Waters,PG,BOS,MEM,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
20200811,Trey Burke,PG,DAL,POR,28.10,0,12.20,0,8.30,1.40,3.90,1.60,2.10,12.20,2.40,3.70,0.60,0.10,19.04,0.90,1,22.40,21.83
20200811,Trey Burke,PG,DAL,POR,28.10,0,12.20,0,8.30,1.40,3.90,1.60,2.10,12.20,2.40,3.70,0.60,0.10,19.04,0.90,1,22.40,21.83
20200811,Troy Brown,SG,WAS,MIL,33.70,0,10.30,0,6.70,1.30,3.60,1.50,2.00,14.70,6.90,3.90,1.00,0.20,18.86,1.60,1,31.43,30.83
20200811,Ty Jerome,PG,PHX,PHI,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
20200811,Tyler Johnson,SG,BKN,ORL,31.20,0,10.70,0,5.50,1.70,5.20,1.80,2.30,14.40,4.40,4.10,0.80,0.50,21.42,1.50,1,28.75,28.23
20200811,Tyson Chandler,C,HOU,SAS,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
20200811,Vic Law,SF,ORL,BKN,16.00,0,5.30,0,3.40,0.00,1.90,0.00,1.40,0.00,3.20,1.50,0.60,0.30,21.20,0.70,0,7.70,8.09
20200811,Vincent Poirier,C,BOS,MEM,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
20200811,Wenyen Gabriel,PF,POR,DAL,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
20200811,Wes Iwundu,SF,ORL,BKN,26.50,0,6.30,0,4.30,0.70,2.00,1.70,2.20,10.30,3.80,1.70,0.70,0.40,15.22,0.60,1,19.85,20.11
20200811,Yogi Ferrell,PG,SAC,NOP,17.80,0,6.20,0,3.50,0.90,2.70,1.00,1.20,8.10,1.90,2.70,0.60,0.10,18.90,0.80,0,15.98,15.73
20200811,Yuta Watanabe,SG,MEM,BOS,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
20200811,Zach Collins,PF,POR,DAL,24.40,0,6.20,0,4.30,0.60,1.90,1.20,1.60,7.40,5.10,1.20,0.40,0.70,12.53,1.00,0,17.58,17.62
20200811,Zylan Cheatham,SF,NOP,SAC,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
